text_en,text_tfidf
"Dear sir/ madam , 

We reside in nagarbhavi 8th cross,  there is a vacant site number 312 which is used for waste disposal by the Locals . Kindly take measures and help us resolve this issue.",dear sir madam reside nagarbhavi cross vacant site number used waste disposal local kindly take measure help resolve issue
"Greetings team, branches from trees are falling & damaging the roofs of vehicles. Situation gets worse during rainy, windy season... At times, huge dry branches fall missing out people by inches. Kindly have the bent over branches of these trees checked & eliminated before any untoward incidents occur.",greeting team branch tree falling damaging roof vehicle situation get worse rainy windy season time huge dry branch fall missing people inch kindly bent branch tree checked eliminated untoward incident occur
The removed silt from the storm water drain left on the roadside in front of the house. the road dug up for the laying of the fibre not made good even after a month.,removed silt storm water drain left roadside front house road dug laying fibre made good even month
"Hello Team,

Marathalli is the garbage place of Bangalore. We don't have any organize garbage cleaning mechanism. And people find glory to throw garbage in open palaces. I am wondering if we can correct this working along with the authority.

Regards

Ajay Singh",hello team marathalli garbage place bangalore organize garbage cleaning mechanism people find glory throw garbage open palace wondering correct working along authority regard ajay singh
???? ???? ?????????? ?????? ????? ?????? ?????. ????? ??????????? ????? ????? ???????? ?????????. ???? ???????? ????? ?????????????.??????? ???????? ????,
"Since 10 to 15days garbage collection has not be taken place 
It's full stinking so kindly do the needful",since day garbage collection taken place full stinking kindly needful
The garbage had been dug up before a month or so haven’t been cleared since then,garbage dug month cleared since
"Hello,

I just wanted to know why there is no gynaecologist and general physician available during lockdown. 

Where should one go to show pregnancy scanning and other related reports. ?

As per my knowledge government has NOT asked to close private  hospitals during this lockdown period.",hello wanted know gynaecologist general physician available lockdown one show pregnancy scanning related report per knowledge government asked close private hospital lockdown period
Roads were dug to install Kaveri pipeline but after that there has not been any Tar and road situation is worst and very slippery because of small stones,road dug install kaveri pipeline tar road situation worst slippery small stone
Seawage line has been blocked and water is clogged in apartment basement,seawage line blocked water clogged apartment basement
Neighbors dispose their garbage near our house. It includes wet garbage also. Kindly look at it as it breeds more mosquitoes. Please warn them and educate about this.They come out after 10.30 pm n throw the garbage and go. Kindly attend this and give us a solution,neighbor dispose garbage near house includes wet garbage also kindly look breed mosquito please warn educate come throw garbage kindly attend give solution
This is the condition of road. Rain water will be stuck due to to dumping of debris and garbage. See how the vehicles will drive on the other side of the road to avoid this dirty water and probable pot hole. Request you to action on this since the rains have started to increase these days.,condition road rain water stuck due dumping debris garbage see vehicle drive side road avoid dirty water probable pot hole request action since rain started increase day
"BEML Layout entrance from Varthur road.So horrible it is!!! That apartment are not maintaining their waste and segregating also. .Always it is open it comes till the road.
couldn't cross sometimes it stinks due to poor management.",beml layout entrance varthur road horrible apartment maintaining waste segregating also always open come till road cross sometimes stink due poor management
"Please look into this asap, here in electronics city phase1 ,neeladri road opposite to genesis ecosphere, there is a open land surrounding by thousand of family apartments, but disgustinly people are doing open defecation in this open land. Please look into this asap. 
Very painful to see this activity in such a great one of the swachh Bharath  ranked city.",please look asap electronics city phase neeladri road opposite genesis ecosphere open land surrounding thousand family apartment disgustinly people open defecation open land please look asap painful see activity great one swachh bharath ranked city
Vidya Vikas school road has never been tarred and it turns into sludge road. It's too slippery and almost impossible to walk/ride 2 wheelers. There is one School and two Play schools. Houses contructed on almost all plots and around 1000 families are staying. Please fix this as soon as possible.,vidya vikas school road never tarred turn sludge road slippery almost impossible walk ride wheeler one school two play school house contructed almost plot around family staying please fix soon possible
The street lights in HSR( BMTC Depot Road) don’t work. This is a lonely stretch and doesn’t seem safe for girls working in this area as the crowd is filled with hooligans appearing men!,street light hsr bmtc depot road work lonely stretch seem safe girl working area crowd filled hooligan appearing men
Always storage of rain water due to potholes...and require a dump big box to keep the city clean.,always storage rain water due pothole require dump big box keep city clean
"No tree pit provision on Banaswadi Main Road and CMR Road being provided by the contractor SNC
Which means for the next 10 years no trees can be planted.
Have bought this to the attention of the engineers working for the contractor
Banaswadi Main Road

Bhaskar  9886042805
Devanand 9620489163

CMR Road
Girish",tree pit provision banaswadi main road cmr road provided contractor snc mean next year tree planted bought attention engineer working contractor banaswadi main road bhaskar devanand cmr road girish
"From last 9 months i.e from Feb 2019 , on the name of kaveri water pipeline road is being digged and still they are in same condition.

If it takes time to put pipeline atleast the road should be constructed in such a way that vehciles can move in proper order.
On daily basis one or the other vehicle is getting stucked in the muddy road and still no actions on this.

School going buses, office cabs and even private 2 wheeler vehicles can't  be drived properly.

Just request you to takr necessary actions on this.",last month feb name kaveri water pipeline road digged still condition take time put pipeline atleast road constructed way vehciles move proper order daily basis one vehicle getting stucked muddy road still action school going bus office cab even private wheeler vehicle drived properly request takr necessary action
"Hi , This park is closed by some resident illegally and they are not opening it. When public ask to open they are fighting and not opening it. 

Please open the Children's park for kids to play.",park closed resident illegally opening public ask open fighting opening please open child park kid play
"A pack of 20-30 dogs feed from a dumpyard next to Anjaneya Temple. At night they attack pedestrians and two-wheeler commuters. They keep howling all night due to attacks by rival dog groups, disturbing sleep of people in the neighborhood.

1. Ensure garbage collection from every household in the morning so people don't dump garbage on the road.
2. Capture dogs and control their population in the future.",pack dog feed dumpyard next anjaneya temple night attack pedestrian two wheeler commuter keep howling night due attack rival dog group disturbing sleep people neighborhood ensure garbage collection every household morning people dump garbage road capture dog control population future
There are too many pigs here creating a nuisance. Kindly send people to catch them.,many pig creating nuisance kindly send people catch
"Dear Sir,

There is no Kaveri water supply. Residents are using water from water tank. Please supply the water.

Thanks",dear sir kaveri water supply resident using water water tank please supply water thanks
No proper footpath just bbmp some how manage to put the blocks on the drainage and that also broken.,proper footpath bbmp manage put block drainage also broken
The plants on the divider really need water. Please do the needful,plant divider really need water please needful
"No one is bothering about these potholes, many people riding 2 wheelers have fell down due to these potholes, and it's been 5 years same road",one bothering pothole many people riding wheeler fell due pothole year road
"Edge's of the footpath not fixed properly, causing people's to dump waste. Please fix it",edge footpath fixed properly causing people dump waste please fix
There are many stray dogs behind Vaishno Lotus Apartment layout and which keep on barking/crying almost all the day and causing disruption to residents on the stay and sleep. Need to get these stray dogs out of the vicinity.,many stray dog behind vaishno lotus apartment layout keep barking cry almost day causing disruption resident stay sleep need get stray dog vicinity
"Hello, I am a working lady and I have recently moved to Bollineni Silas apartment in Belathur Road. There is no street light and extremely dark at night. I feel very unsafe to return home from office. please install street lights as there are approximately 100 families who are facing this same problem as mine",hello working lady recently moved bollineni silas apartment belathur road street light extremely dark night feel unsafe return home office please install street light approximately family facing problem mine
"Hello Sir, 

The entire Yemalur mainroad (old airport road) Needs a complete repair. it is filled with a 10000 potholes. taxi/auto drivers dont come to our houses in Raju colony because of the road condition. 

Also the road inside Raju colony have been plowed multiple times and need repair, Can you please come and see the road condition here. It is devestating.",hello sir entire yemalur mainroad old airport road need complete repair filled pothole taxi auto driver dont come house raju colony road condition also road inside raju colony plowed multiple time need repair please come see road condition devestating
Construction concrete has overflown and is obstructing part of the very narrow road. now 2 vehicles can barely cross. pls remove debris and restore pavement,construction concrete overflown obstructing part narrow road vehicle barely cross pls remove debris restore pavement
"Please repair the road 
Please put tar road 
The road is so horrible 
Hoysala nagar 8th main 9th cross 
Near nandi pride villa",please repair road please put tar road road horrible hoysala nagar main cross near nandi pride villa
"From the past one week, the entire street lights are not working",past one week entire street light working
Street light not working in 3rd Main road  near hormavu railway underpass .,street light working main road near hormavu railway underpass
"Though part of BBMP, Belathur Main Road still doesn't have storm water drains. We have been asking for this from many years.",though part bbmp belathur main road still storm water drain asking many year
"This spot behind Trishul Residency & Mahaveer Residency on Rose Garden Road has become a spot for dumping garbage for residents of Vinayak Nagar. Though BBMP pourkarmikas clear it every day morning, by evening it is full of garbage. People come in cars and autos and dump large bags filled with garbage. Please solve root cause. People need place to throw garbage & it is clear that door to door garbage collection is failed or not effective. Please rectify root cause and not just black spots",spot behind trishul residency mahaveer residency rose garden road become spot dumping garbage resident vinayak nagar though bbmp pourkarmikas clear every day morning evening full garbage people come car auto dump large bag filled garbage please solve root cause people need place throw garbage clear door door garbage collection failed effective please rectify root cause black spot
"This road has all the problems (Potholes and poorly designed speed brakes), Which makes commute so difficult.",road problem pothole poorly designed speed brake make commute difficult
Roads in this area were digged a year back for some work but no attempt has been taken to fix the road. Potholes are growing in number day by day. Dust and uneven roads are making commute a worst experience.,road area digged year back work attempt taken fix road pothole growing number day day dust uneven road making commute worst experience
"Sewage water overflowing from 3-Storey building since more than a month. No.4, 1st cross, moore road , frazer town , bengaluru 560005",sewage water overflowing storey building since month cross moore road frazer town bengaluru
"There is a requirement of a public toilet near malleshwaram circle. The customers at the banks esp Canara bank malleshwaram, the small shops owners and the security men have no where to go.",requirement public toilet near malleshwaram circle customer bank esp canara bank malleshwaram small shop owner security men
Huge craters on road leading to provident sun worth from the mysore road.,huge crater road leading provident sun worth mysore road
"Issue 1: There's Car Garage which creates nuisance. The customers visiting this garage park their cars Haphazardly blocking movement of vehicles, leading to verbal squabbles and arguements. The garage folks park old cars in the street which is attracting people to hide behind these and consume alcohol, play gambling etc..

Issue 2: Recently a Small industry was setup, which manufactures Furniture and interior design items. The machinery used causes noise pollution.

These two issues are affecting the tranquility and peace of a Residential Locality, and is also affecting the health of Kids, in addition to distractions while studying.",issue car garage creates nuisance customer visiting garage park car haphazardly blocking movement vehicle leading verbal squabble arguements garage folk park old car street attracting people hide behind consume alcohol play gambling etc issue recently small industry setup manufacture furniture interior design item machinery used cause noise pollution two issue affecting tranquility peace residential locality also affecting health kid addition distraction studying
"700 meter length immadihalli main road dug for drainage pipe installation quite a long back , not yet repaired , please repair & asphalting on it.

Thank You",meter length immadihalli main road dug drainage pipe installation quite long back yet repaired please repair asphalting thank
It’s been 10 days not removed near pk store nmr layout if we ask Bbmp auto guys to remove thy r asking money to the layout people,day removed near store nmr layout ask bbmp auto guy remove thy asking money layout people
Begur road one way needs repair. It's full of potholes,begur road one way need repair full pothole
The road side drain is currently getting clogged due to rain. It needs to be fixed because all of the waste water is coming out and oozing on the road creating bad smell and mosquitos.,road side drain currently getting clogged due rain need fixed waste water coming oozing road creating bad smell mosquito
We are fed up of shouting in people everyday not to dump garbage but still the same continuous. We request BBMP to action very seriously. Put some scod to inspect nd put penalty on public...,fed shouting people everyday dump garbage still continuous request bbmp action seriously put scod inspect put penalty public
"I'm residing in 10, 8th cross mallapa layout babusapalya Bangalore 43.

This is to bring to your notice that there is no garbage truck coming to pick our dry waste since a week... It's really hard to keep garbage in our surroundings since the Street dog's messes the entire place and makes the neighborhood infectious and there fore children are falling sick... Earlier the person was very punctual who picked both dry amd waste every alternate day how ever now the person picks only wet and tells dry will be picked by someone else which is never regular...",residing cross mallapa layout babusapalya bangalore bring notice garbage truck coming pick dry waste since week really hard keep garbage surroundings since street dog mess entire place make neighborhood infectious fore child falling sick earlier person punctual picked dry amd waste every alternate day ever person pick wet tell dry picked someone else never regular
"During the election time, all the other roads were added a new sewage pipe but our road was not touched , the sewage line that was done was 20 yrs old has made home or rats, mice and dogs due this the sewage gets blocked very often. Once the dirt is pulled out the sewage is not cleared either by BBMP or BWSSB and this is huge inconvenience to walk on the road and for the kids. Please look into this.",election time road added new sewage pipe road touched sewage line done yr old made home rat mouse dog due sewage get blocked often dirt pulled sewage cleared either bbmp bwssb huge inconvenience walk road kid please look
"People are dumping waste and there’s no street light in this place and this has become common practice for people urinating in this place. It’s unsafe to walk on the street for the woman or children as safety is not there, it’s dark and scary too after sunsets. 

Pls take the necessary action to stop public urination and clear the garbage.",people dumping waste street light place become common practice people urinating place unsafe walk street woman child safety dark scary sunset pls take necessary action stop public urination clear garbage
Very big pot hole near Vydehi circle signal which causes more traffic and difficult to cross the 25 sec signal,big pot hole near vydehi circle signal cause traffic difficult cross sec signal
No garbage collection truck arrived for nearly 10 day as of now. Rsidents are forced to throw garbage outside.,garbage collection truck arrived nearly day rsidents forced throw garbage outside
"Clear the soil-dust-mud deposited along the roadside on Panathur road.
every time road is cleaned the dust is pushed along the road side and never picked up.
now the footpaths and roads all are dirty and dust floats in the air. Please clean the road",clear soil dust mud deposited along roadside panathur road every time road cleaned dust pushed along road side never picked footpath road dirty dust float air please clean road
"Hello sir,
There is slowly garbage piling up on the side of the road that stretches between nandi Deepa and aspen woods apartment. Today I also noticed beer bottles. I worry that if not cleared soon, this place will have a garbage piled up and it would lead to mosquitoes, rats, strays and also stinking. 
Request you to kindly look into this matter and help make this place clean again. 
Appreciate your concern and interest in knowning the problems and looking at resolving this.
Jai Hind, Jai Karnataka.
Regards,
Niveditha Shetty",hello sir slowly garbage piling side road stretch nandi deepa aspen wood apartment today also noticed beer bottle worry cleared soon place garbage piled would lead mosquito rat stray also stinking request kindly look matter help make place clean appreciate concern interest knowning problem looking resolving jai hind jai karnataka regard niveditha shetty
"Inspite of informing multiple times, there is no action been taken by corporater or by vacant landlord. 
lot of junk been dumped from either side of plot and we are not in a position to question as well. 

even cow sheds it has become and we are having lot of diseases and sufferings. 
kindly take necessary action at the earliest.",inspite informing multiple time action taken corporater vacant landlord lot junk dumped either side plot position question well even cow shed become lot disease suffering kindly take necessary action earliest
"I am a new resident in BTM 2nd Stage. All the streets behind Silk Board have very aggressive stray dogs , at least 3-4 of them each. One of them appears to be be seriously sick as well. Please help with a humane resolution for this.",new resident btm stage street behind silk board aggressive stray dog least one appears seriously sick well please help humane resolution
"Excavated for Sub grade around 3 Feet From the Plinth Level of Parking Area,
On the first Week of September 2019. Till date no work is carried out. And it was very difficult step out from the Residents especially for the Children and Old aged people.
And vehicles are parked outside at night with a fear of safety. Mainly in rainy days many peoples are felled down on the road due to slippery mud & got badly hurted.
I hope some will consider this issues Seriously.",excavated sub grade around foot plinth level parking area first week september till date work carried difficult step resident especially child old aged people vehicle parked outside night fear safety mainly rainy day many people felled road due slippery mud got badly hurted hope consider issue seriously
Garbage are dumped into the drainage in front of PVS school kadugodi please clean it,garbage dumped drainage front pvs school kadugodi please clean
"Hi,
Beside laa regency apartment empty site is there. People from nearby houses are throwing garbage there. Suddenly today someone thrown dead stray dog here. Day by day situation is getting worst. not able to open apartment windows & doors on that side. All people will get ill bcz of smell as dog body will start decompose. Please help to clean the site and impose penalty to peoples who is throwing garbage there.",beside laa regency apartment empty site people nearby house throwing garbage suddenly today someone thrown dead stray dog day day situation getting worst able open apartment window door side people get ill bcz smell dog body start decompose please help clean site impose penalty people throwing garbage
My garbage collector is asking money everytime I go to dump the garbage. Refusing to collect the garbage.,garbage collector asking money everytime dump garbage refusing collect garbage
"Garbage is not bring collected fr my home

Naushil Bheda
#553, 8th Main Road,
Koramangala 4th Block,
Bangalore 560034
Ph: +91 98862 88408",garbage bring collected home naushil bheda main road koramangala block bangalore
"Garbage is dumped since 1.5years .I have contacted n number of times to the owner .but everything went in wain.. same with the bbmp local officials.

It's hard to convey the problem of moskitoes and the smell",garbage dumped since year contacted number time owner everything went wain bbmp local official hard convey problem moskitoes smell
Kindly close all digs in the road and not only akashvani layout it's Venugopal nagar main road connecting akashvani layout also fully bad,kindly close dig road akashvani layout venugopal nagar main road connecting akashvani layout also fully bad
"The whole area is dug up.. There is no way we can use alternative road all the roads are dug up.. And the main problem is when it rains the road becomes slippery and we cant even walk around.. And taking the vehicle out of home is a nightmare.
Its been very long time we dont have the proper roads.. After the work is done, the construction people have just left the roads as it is.. No road in the whole area is good. This needs to be fixed ASAP.",whole area dug way use alternative road road dug main problem rain road becomes slippery cant even walk around taking vehicle home nightmare long time dont proper road work done construction people left road road whole area good need fixed asap
"Garbage piled up exactly infront and beside the Shiridi Sai Indane Gas Agency, Halasahalli road, Varthur",garbage piled exactly infront beside shiridi sai indane gas agency halasahalli road varthur
Would require an outdoor gym in whitefield inner circle park,would require outdoor gym whitefield inner circle park
"Dear sir, 

Unknown person parked car past from 20 days and road is narrow very much difficult to walk pesdtrains and passing vehicles because it's corner which connects another road ,Kindly request take complaint and take necessary immediately",dear sir unknown person parked car past day road narrow much difficult walk pesdtrains passing vehicle corner connects another road kindly request take complaint take necessary immediately
Drains Repaired but no covering and cementing done. It has been more than a month pedestrians are adjusting.,drain repaired covering cementing done month pedestrian adjusting
"There is a big potholes near ganesha temple, imperio supermarket in hagdur main road. There is no repair work happening there",big pothole near ganesha temple imperio supermarket hagdur main road repair work happening
I have mud road and it's not been tarred or cemented for last 5 years.its becoming difficult to commute during rainy days,mud road tarred cemented last year becoming difficult commute rainy day
"Occupied for government land last 5year the BBMP person did not even take action so please take care and they did not have a patta tax receipt & other documents, they are doing for some illegal activities rowdyism to occupied for many land in HBR layout surrounding so pls take the action immediately, also will apply for RTI about the property

landmark : Ashwaq Wheels & Lands, right side street Car garage & that full street",occupied government land last year bbmp person even take action please take care patta tax receipt document illegal activity rowdyism occupied many land hbr layout surrounding pls take action immediately also apply rti property landmark ashwaq wheel land right side street car garage full street
"I have a honda dio bike which i purchased in feb 2017 and i have all the document up to date like insurance emmision driving liecense but now a days iam getting tracffic violation fine , when check the fine and the violation photo copy its a diffrent vehicle that mean someone is using my bike number into his honda activa so i just request to the authotize person to take action against him",honda dio bike purchased feb document date like insurance emmision driving liecense day iam getting tracffic violation fine check fine violation photo copy diffrent vehicle mean someone using bike number honda activa request authotize person take action
"Dear sir / Madam,

We have compliant many time No body came to fix my street. And parents are complaining . The BBMP guys monthly taking Money and not cleaning .  Please make sure to clean totally in my street.  And this is main road. Thank you",dear sir madam compliant many time body came fix street parent complaining bbmp guy monthly taking money cleaning please make sure clean totally street main road thank
"Rain water logging & Broken footpath . People urinating around transform
Rain water logging at SK Garden main road . Main road which leads to chinappa garden from pottery town . There is no leveling of road and footpaths broken .People urinating around transform Your prompt action in this matter is highly appreciated. Thank you ??",rain water logging broken footpath people urinating around transform rain water logging garden main road main road lead chinappa garden pottery town leveling road footpath broken people urinating around transform prompt action matter highly appreciated thank
"One month ago, there was cement road construction done by BBMP contractor in our area Vajpayee Nagar GB Palya Hosur Main Road. And they were doing the drainage cleaning. But the cleaning wasn't completed and the old concrete blocks and mud was left over on the road. Please resolve this issue as soon as possible.",one month ago cement road construction done bbmp contractor area vajpayee nagar palya hosur main road drainage cleaning cleaning completed old concrete block mud left road please resolve issue soon possible
Not able to reading number and did not using 4numbers in the number plate,able reading number using number number plate
"Garbage not yet cleared 
I feel like It’s an job for me to update this issue to official daily 
Irresponsible staff of BBMP ????",garbage yet cleared feel like job update issue official daily irresponsible staff bbmp
The road was repaired 3 years ago and has once again developed erosion and pot holes and will soon degenerate further if not fixed right away,road repaired year ago developed erosion pot hole soon degenerate fixed right away
There is no garbage collection since many months and people are dumping rubbish everywhere especially in open lands which is causing more problems.,garbage collection since many month people dumping rubbish everywhere especially open land causing problem
????????? ????????? ?????? ????????????? ???????? ???? ???? ????? ??????? ?????? ?????????? ??? ???? ??????????????? ????????????????. ????? ???? ???????????? ???? ??????????. ??????? :- bda ???. ???. ?? ?????? 5th ?????? ??????.,bda
"Deep pothole at Shanti Layout, Mallasandra ward no.13, Jalahalli West, Bengaluru - 560015. Right over the BWSSB sewage line can deepen and the whole stretch of road can crumble and break if not fixed immediately.  Dangerous.",deep pothole shanti layout mallasandra ward jalahalli west bengaluru right bwssb sewage line deepen whole stretch road crumble break fixed immediately dangerous
"Hi team,

there were multiple pothholes near prestige sunrise park and it was really getting worsed day by day.",team multiple pothholes near prestige sunrise park really getting worsed day day
There is no lights in nagavara circle ringroad its too dark cannot see anything its very dark so please swith on the lights its been 3days.,light nagavara circle ringroad dark cannot see anything dark please swith light day
"Garbage filled bbmp garbage autos(ward 197) are parked in frount of my house ,this is causing us much of inconvenience because of fouling bad smell and to much of mosquito making to very bad environment  to live, we have small childrens (new born)at home - requesting to fix this issue immediately",garbage filled bbmp garbage auto ward parked frount house causing much inconvenience fouling bad smell much mosquito making bad environment live small childrens new born home requesting fix issue immediately
"There is a need to build roadside Rain water soaking pits in front of and around Opal Akshaya, This is a long pending issue unaddressed, kindly address",need build roadside rain water soaking pit front around opal akshaya long pending issue unaddressed kindly address
Large quantity of garbage is being dumped everyday roadside of Gunjur forest and also inside the forest. This is causing trouble for the daily commuters in this road. I request kindly clean the garbage and put up Instructions boards not to dump the garbage here.,large quantity garbage dumped everyday roadside gunjur forest also inside forest causing trouble daily commuter road request kindly clean garbage put instruction board dump garbage
"There is no tarmac in 7th Main sub crosses of Chinappnahalli ,  when it rains it becomes difficult for people and children to walk here, this the case in all the crosses expect 7D Cross where the road has been laid. Why the differentiation ?",tarmac main sub cross chinappnahalli rain becomes difficult people child walk case cross expect cross road laid differentiation
Sewage water overflowing on road for more than 3 months... residents are in fear of spreading diseases,sewage water overflowing road month resident fear spreading disease
Main road have many pathhole and improper due to this many may cause accidents kindly repare road immediately.,main road many pathhole improper due many may cause accident kindly repare road immediately
"Hello,
It is taking 20 to 25 minutes to move from IIM B to Arekere gate junction signal becat low priority given for passing main road traffic. High priority is given for the crossing from Vijaya bank colony to BG road. This causes thik traffic on BG road towards Arekere gate. Pls inform to traffic police who control this traffic there manually.",hello taking minute move iim arekere gate junction signal becat low priority given passing main road traffic high priority given crossing vijaya bank colony road cause thik traffic road towards arekere gate pls inform traffic police control traffic manually
Backward flow of drainage water/ blockage of drainages Sewage and Manholes,backward flow drainage water blockage drainage sewage manhole
"Dear Team,

Since 2 months sewage water has been over flowing next to our apartment and very close to Kasavanahalli Lake which many residents from near by areas uses for walking. This dirty water is causing bad smell and now the house of many mosquitoes and insects. Request you to look at the issue and fix that in priority.

Regards,

Pankaj

8147280787",dear team since month sewage water flowing next apartment close kasavanahalli lake many resident near area us walking dirty water causing bad smell house many mosquito insect request look issue fix priority regard pankaj
Street vendors and road encroachments in Kammanahalli are heavy which leads to traffic congestion and road accidents,street vendor road encroachment kammanahalli heavy lead traffic congestion road accident
Stinking smell and ugly mess right in the main road foot path,stinking smell ugly mess right main road foot path
"There is this vegetable seller who is using very high decibel loud speaker. It is so irritating that we wish we didn't stay in this house which is impossible. He starts early in the morning till late night. He is non stop shouting recorded Eerulli Eerulli Eerulli alloo pyaz lassoon,etc. on a loop. Please make him stop using the loud speaker. This is going on from more than 2 years.",vegetable seller using high decibel loud speaker irritating wish stay house impossible start early morning till late night non stop shouting recorded eerulli eerulli eerulli alloo pyaz lassoon etc loop please make stop using loud speaker going year
May I know how many more years would it take to fix Sarjapur Road? It has almost become impossible for commuters to use Iblur to Carmelaram road stretch. One can clearly see wires coming out of the road and accidents are inevitable.,may know many year would take fix sarjapur road almost become impossible commuter use iblur carmelaram road stretch one clearly see wire coming road accident inevitable
"Bore well water is released only on Monday and Friday whereas Cauvery water is supplied only on Wednesday's. Since last month, the bore well water is released only once a week. The guy takes 100rs per month for maintenance but doesn't release water on time. Some houses have well so they don't care. We don't have well and totally rely on this guy to release water. Please help. We are fed up of ordering water tankers. Now the lane has digged for maintenance. The tanker guy refused to come. No water since a week. Plz plz plz help.",bore well water released monday friday whereas cauvery water supplied wednesday since last month bore well water released week guy take per month maintenance release water time house well care well totally rely guy release water please help fed ordering water tanker lane digged maintenance tanker guy refused come water since week plz plz plz help
"Many vegetable vendors with push carts have taken up many parking spaces in and around Bugle Rock Road, NAT Street. They dirty the place as well as do not allow vehicles to park. They need to be vacated and give public a better area to live.",many vegetable vendor push cart taken many parking space around bugle rock road nat street dirty place well allow vehicle park need vacated give public better area live
Garbage is not collected from this street and people are forced to dumb waste on the road and vacant plot which has lead to lots of mosquito. Garbage is collected from neighbouring streets but only 9th main is ignored.,garbage collected street people forced dumb waste road vacant plot lead lot mosquito garbage collected neighbouring street main ignored
Please repair the road in front of the apartment and also road beside,please repair road front apartment also road beside
"BBMP staff are not cleaning this point daily, and due to 3 atto standing here more waste is dumping

atto number

KA02AD7545
KA06C2687
KA04A4533",bbmp staff cleaning point daily due atto standing waste dumping atto number
"While coming mekri circle to hebbal flyover downing tumkur raod , full of water every time after raning 2 days also water stored same place 
and one more place hebbal to bel circle middle one flyover down side service raod water garbage .

this very dangerous to rode bike skidding",coming mekri circle hebbal flyover downing tumkur raod full water every time raning day also water stored place one place hebbal bel circle middle one flyover side service raod water garbage dangerous rode bike skidding
These pot holes are there for few months now. Please fix the same.,pot hole month please fix
"All medical waste thrown carelessly on the main road outside the hospital. 
blood stained cotton, needles are scattered on the road.
severe danger to health.
Location: ProLife hospital, Byatarayanapura Signal, Bangalore-560092",medical waste thrown carelessly main road outside hospital blood stained cotton needle scattered road severe danger health location prolife hospital byatarayanapura signal bangalore
Too many start dogs on lake road Doddanekundi without any control. I even saw some puppy. No control of these stray dogs is an invitation to incident waiting to happen. I hope government agency will take necessary action to avoid any incident and save some kid's life,many start dog lake road doddanekundi without control even saw puppy control stray dog invitation incident waiting happen hope government agency take necessary action avoid incident save kid life
"This is in 16th cross road ,muneshwarnagar,hsr layout,sector 6, opposite to SS bakery,lot of garbage dump,no provision on garbage box ,please remove it ,make it strict to fine people who dump",cross road muneshwarnagar hsr layout sector opposite bakery lot garbage dump provision garbage box please remove make strict fine people dump
Speed breaker required in somasundarapalya opposite to somasundrapalya lake. it is a steep turn with many small and big accidents.,speed breaker required somasundarapalya opposite somasundrapalya lake steep turn many small big accident
No Bore water being supplied from 10 days and person responsible for switching on bore water has not switched it on in spite of paying BWSSB water bills on time. Please  rectify the  issue and solve our water problem,bore water supplied day person responsible switching bore water switched spite paying bwssb water bill time please rectify issue solve water problem
Requesting to plant trees in the locality. There are barely any trees currently.,requesting plant tree locality barely tree currently
"Hi BBMP,

Dry waste collection vehicle is not coming to our area.

It comes on Wed and Sat but it has not come.

Could you Please look into it.

Thank You,

Nitin",bbmp dry waste collection vehicle coming area come wed sat come could please look thank nitin
The area which I live in have 6 to 8 stray dogs which keeps barking at the night. It barks midnight and it spoils our sleep. Its being a disturbance to all living in the area. Kindly take action over this,area live stray dog keep barking night bark midnight spoil sleep disturbance living area kindly take action
"Dear Sir,

An unauthorized hawker has been selling some refreshments in coloured pots near 13th Cross 6th A Main Indiranagar oustide Aikya Bungalow.
This is causing inconvenience to the pedestrians and vehicle traffic.
Kindly clear the same",dear sir unauthorized hawker selling refreshment coloured pot near cross main indiranagar oustide aikya bungalow causing inconvenience pedestrian vehicle traffic kindly clear
"Hi I am living in Balaji Apartments near Adarsh Palm Retreat Bellandur. There is a road goes from my apartment. It goes from ORR to ETV back gate. That road is very important in term of commute as most of the employee of Flipkart, Adobe, Swiggy go from this road. 
But there are so many path-holes and cracks on this road. Please try to repair this road.",living balaji apartment near adarsh palm retreat bellandur road go apartment go orr etv back gate road important term commute employee flipkart adobe swiggy road many path hole crack road please try repair road
This pot hole is causing heavy traffic in busy road,pot hole causing heavy traffic busy road
"Vehicle no : KA53R7476
Location : Near NPS school , Poornapragna Layout
Date : 26-2-2022
Time : 10 AM",vehicle location near np school poornapragna layout date time
"Please clear the garbage and wastes thrown 1. in front of sagar ventures apartment in 7 th Cross road
2. At the corner of 7th Cross road",please clear garbage waste thrown front sagar venture apartment cross road corner cross road
"Too many pot holes near Candeur rise apartment
Please fix it",many pot hole near candeur rise apartment please fix
No public toilet in entire stretch from Balagere Panathur to varthur police station,public toilet entire stretch balagere panathur varthur police station
"There are too much Stray dogs in and around Basaveshwaranagar 9th Main, Bangalore due to which the residents cant able to Sleep peacefully due to their barking around night. There barking even continue to more than hours.This has become a day routine for the dogs to bark exactly at night. Due to this how can a human can sleep peacefully. There are lot of children and Old people in the area. Hence kindly solve this problem.We request you to kindly look into it.",much stray dog around basaveshwaranagar main bangalore due resident cant able sleep peacefully due barking around night barking even continue hour become day routine dog bark exactly night due human sleep peacefully lot child old people area hence kindly solve problem request kindly look
"The newly developed footpath has construction debris lying on the footpath.

Please get this removed as it's causing inconvenience to the commuters who use the footpath for walking.",newly developed footpath construction debris lying footpath please get removed causing inconvenience commuter use footpath walking
